ID;Edad de la Persana Testing;Ingrediente_1;Ingrediente_2;Ingrediente_3;Sodio en mg;Gramos de aspartamo;Azucar Gramos;Gramos entre Azucar y otros endulcorantes;Densidad;pH;Litros de Cafeina;Grado de Colorante
6013;14;5.8;0.3;0.38;4.9;0.039;22;86;0.98963;2.23;0.58;13.1
6014;11;7.1;0.27;0.27;10.4;0.041;26;114;0.99335;2.04;0.52;11.5
6015;17;6.3;0.305;0.22;16;0.061;26;141;0.99824;2.08;0.5;9.1
6016;22;5.7;0.24;0.47;6.3;0.069;35;182;0.99391;2.11;0.46;9.75
6017;14;6.2;0.22;0.28;2.2;0.04;24;125;0.9917;2.19;0.48;10.5
6018;15;6.6;0.22;0.23;17.3;0.047;37;118;0.99906;2.08;0.46;8.8
6019;19;6.6;0.22;0.23;17.3;0.047;37;118;0.99906;2.08;0.46;8.8
6020;24;6.6;0.22;0.23;17.3;0.047;37;118;0.99906;2.08;0.46;8.8
6021;13;6.6;0.22;0.23;17.3;0.047;37;118;0.99906;2.08;0.46;8.8
6022;11;6.2;0.22;0.28;2.2;0.04;24;125;0.9917;2.19;0.48;10.5
6023;22;6.2;0.22;0.28;2.2;0.04;24;125;0.9917;2.19;0.48;10.5
6024;26;6.6;0.22;0.23;17.3;0.047;37;118;0.99906;2.08;0.46;8.8
6025;27;6.1;0.22;0.5;6.6;0.045;30;122;0.99415;2.22;0.49;9.9
6026;30;6.2;0.21;0.52;6.5;0.047;28;123;0.99418;2.22;0.49;9.9
6027;19;6.3;0.32;0.26;12.3;0.044;24;205;0.99611;2.11;0.58;9.9
6028;10;6.9;0.44;0.27;5;0.038;33;166;0.99124;2.2;0.42;12.2
6029;29;6.1;0.31;0.34;2.8;0.042;59.5;162;0.99179;2.27;0.47;10.8
6030;26;8.1;0.36;0.59;13.6;0.051;60;134;0.99886;1.96;0.39;8.7
6031;14;6.6;0.38;0.28;2.8;0.043;17;67;0.98924;2.21;0.47;13.2
6032;16;6.7;0.24;0.26;5.4;0.03;15;94;0.99045;2.15;0.38;12.7
6033;13;6.9;0.56;0.26;10.9;0.06;55;193;0.9969;2.21;0.44;9.4
6034;27;7.2;0.24;0.24;1.7;0.045;18;161;0.99196;2.25;0.53;11.2
6035;23;6.5;0.29;0.3;9.15;0.051;25;166;0.99339;2.24;0.56;11.33333333
6036;17;6.7;0.28;0.28;4.5;0.051;14;92;0.99224;2.36;0.58;11.9
6037;10;6.5;0.29;0.3;9.15;0.051;25;166;0.99339;2.24;0.56;11.35
6038;24;6.1;0.21;0.19;1.4;0.046;51;131;0.99184;2.22;0.39;10.5
6039;27;7.2;0.47;0.16;5.9;0.048;14;125;0.99428;2.09;0.49;9.8
6040;21;6.7;0.34;0.31;16.4;0.051;20;146;0.99834;2.06;0.54;9.1
6041;20;6.6;0.27;0.25;1.2;0.033;36;111;0.98918;2.16;0.37;12.4
6042;14;6.7;0.34;0.31;16.4;0.051;20;146;0.99834;2.06;0.54;9.1
6043;29;7.2;0.47;0.16;5.9;0.048;14;125;0.99428;2.09;0.49;9.8
6044;30;5;0.35;0.25;7.8;0.031;24;116;0.99241;2.39;0.4;11.3
6045;15;5;0.35;0.25;7.8;0.031;24;116;0.99241;2.39;0.4;11.3
6046;10;4.4;0.46;0.1;2.8;0.024;31;111;0.98816;2.48;0.34;13.1
6047;23;6.6;0.38;0.29;2.9;0.035;15;101;0.98916;2.04;0.37;12.5
6048;30;7.3;0.3;0.25;2.5;0.045;32;122;0.99329;2.18;0.54;10.3
6049;13;6.4;0.28;0.22;12.8;0.039;51;150;0.99535;2.23;0.43;10.7
6050;17;6.9;0.29;0.25;12.2;0.04;29;136;0.99552;2.05;0.65;10.4
6051;13;6.3;0.3;0.19;7.7;0.049;47;184;0.99514;2.22;0.48;9.5
6052;21;6.3;0.39;0.22;2.8;0.048;53;173;0.99304;2.24;0.45;9.8
6053;17;6.6;0.38;0.29;2.9;0.035;15;101;0.98916;2.04;0.37;12.5
6054;25;6.6;0.18;0.26;17.3;0.051;17;149;0.9984;2;0.43;9.4
6055;29;6;0.28;0.29;19.3;0.051;36;174;0.99911;2.14;0.5;9
6056;17;6;0.28;0.29;19.3;0.051;36;174;0.99911;2.14;0.5;9
6057;20;6;0.28;0.29;19.3;0.051;36;174;0.99911;2.14;0.5;9
6058;19;6.6;0.35;0.26;2.7;0.045;19;129;0.98952;2.24;0.48;13
6059;27;5.9;0.22;0.18;6.4;0.041;28;120;0.99403;2.27;0.5;9.9
6060;27;6.6;0.18;0.26;17.3;0.051;17;149;0.9984;2;0.43;9.4
6061;25;7.7;0.28;0.24;2.4;0.044;29;157;0.99312;2.27;0.56;10.6
6062;30;7.1;0.42;0.2;2.8;0.038;28;109;0.98968;2.23;0.47;13.4
6063;30;6.7;0.32;0.32;1.7;0.031;31;114;0.98946;2.12;0.35;12.5
6064;25;6.6;0.26;0.56;15.4;0.053;32;141;0.9981;2.11;0.49;9.3
6065;27;6.6;0.26;0.56;15.4;0.053;32;141;0.9981;2.11;0.49;9.3
6066;17;6.2;0.32;0.24;4.1;0.051;34;149;0.99306;2.36;0.52;11
6067;13;6.3;0.25;0.27;6.6;0.054;40;158;0.99378;2.2;0.48;10.3
6068;11;6.2;0.21;0.24;1.2;0.051;31;95;0.99036;2.24;0.57;11.3
6069;29;6.4;0.23;0.27;2.1;0.042;35;100;0.99094;2.03;0.63;10.9
6070;19;4.7;0.145;0.29;1;0.042;35;90;0.9908;2.76;0.49;11.3
6071;18;6.2;0.2;0.28;1.1;0.039;24;78;0.9899;2.36;0.47;12.1
6072;14;7;0.28;0.28;1.4;0.039;12;83;0.99173;2.18;0.65;11.1
6073;19;7.1;0.36;0.2;1.6;0.271;24;140;0.99356;2.11;0.63;9.8
6074;19;5.7;0.25;0.22;9.8;0.049;50;125;0.99571;2.2;0.45;10.1
6075;25;5.7;0.22;0.33;1.9;0.036;37;110;0.98945;2.26;0.58;12.4
6076;14;6;0.2;0.38;1.3;0.034;37;104;0.98865;2.11;0.52;12.7
6077;26;6.4;0.32;0.26;7.9;0.05;53;180;0.99514;2.14;0.5;9.6
6078;13;6.4;0.32;0.26;7.9;0.05;53;180;0.99514;2.14;0.5;9.6
6079;11;6;0.555;0.26;4.5;0.053;17;126;0.9943;2.24;0.46;9.1
6080;16;5.9;0.22;0.45;22.6;0.12;55;122;0.99636;2.1;0.35;12.8
6081;29;6.4;0.32;0.26;7.9;0.05;53;180;0.99514;2.14;0.5;9.6
6082;21;6.2;0.3;0.33;3.5;0.037;37;155;0.98987;2.18;0.37;12.4
6083;12;5.8;0.28;0.18;1.2;0.058;7;108;0.99288;2.23;0.58;9.55
6084;26;5.8;0.555;0.26;4.5;0.053;17;126;0.9943;2.24;0.46;9.1
6085;20;6.7;0.31;0.33;2;0.033;12;74;0.99064;2.29;0.65;12.5
6086;13;6.4;0.15;0.25;7.8;0.05;13;68;0.99394;2.16;0.4;9.9
6087;15;6.4;0.13;0.28;0.9;0.045;32;87;0.99175;2.47;0.52;11.2
6088;11;6.7;0.48;0.49;2.9;0.03;28;122;0.98926;2.13;0.4;13
6089;15;6.7;0.48;0.49;2.9;0.03;28;122;0.98926;2.13;0.4;13
6090;12;5.8;0.3;0.33;3.5;0.033;25;116;0.99057;2.2;0.44;11.7
6091;21;6.1;0.28;0.23;4.2;0.038;13;95;0.98898;1.97;0.7;13.1
6092;20;6;0.19;0.37;9.7;0.032;17;50;0.9932;2.08;0.66;12
6093;21;6.8;0.31;0.25;10.5;0.043;30;165;0.9972;2.36;0.55;10.55
6094;25;7.5;0.24;0.29;1.1;0.046;34;84;0.9902;2.04;0.39;11.45
6095;19;6.8;0.23;0.39;16.1;0.053;71;194;0.9988;2.18;0.64;10.2
6096;28;7.5;0.24;0.29;1.1;0.046;34;84;0.9902;2.04;0.39;11.45
6097;10;6.3;0.29;0.3;8.1;0.212;60;150;0.9958;2.1;0.4;9.3
6098;15;6.8;0.2;0.25;6.2;0.052;22;106;0.9935;2.09;0.54;10.8
6099;24;5.2;0.38;0.26;7.7;0.053;20;103;0.9925;2.27;0.45;12.2
6100;14;7.8;0.27;0.33;2.4;0.053;36;175;0.992;2.2;0.55;11
6101;27;6.6;0.54;0.21;16.3;0.055;41;182;0.9986;2.35;0.54;10.4
6102;22;7.1;0.25;0.31;2.3;0.05;32;156;0.9914;2.14;0.51;11.4
6103;20;5.8;0.61;0.01;8.4;0.041;31;104;0.9909;2.26;0.72;14.05
6104;21;6.5;0.32;0.23;8.5;0.051;20;138;0.9943;2.03;0.42;10.7
6105;24;6.4;0.28;0.23;6;0.051;50;162;0.994;2.15;0.52;10.2
6106;24;6.6;0.19;0.28;1.1;0.044;38;100;0.9904;2.22;0.69;11.2
6107;15;5.1;0.305;0.13;1.75;0.036;17;73;0.99;2.4;0.51;12.33333333
6108;29;5.8;0.26;0.3;2.6;0.034;75;129;0.9902;2.2;0.38;11.5
6109;11;6.7;0.23;0.17;1.3;0.061;14;100;0.9925;2.07;0.55;9.5
6110;13;6.8;0.33;0.3;2.1;0.047;35;147;0.9886;2.24;0.56;13.4
6111;12;6.1;0.27;0.32;1.1;0.034;24;110;0.9898;2.36;0.4;12.5
6112;10;6.1;0.27;0.32;1.1;0.034;24;110;0.9898;2.36;0.4;12.5
6113;24;6.8;0.4;0.29;2.8;0.044;27;97;0.9904;2.12;0.42;11.2
6114;30;6.1;0.4;0.18;9;0.051;28.5;259;0.9964;2.19;0.5;8.8
6115;21;7.1;0.28;0.26;2.8;0.039;50;118;0.9908;2.06;0.59;11.2
6116;14;6.2;0.32;0.32;2.2;0.036;15;70;0.9899;2.16;0.48;12.7
6117;20;6.8;0.17;0.17;5.1;0.049;26;82;0.993;2;0.38;9.8
6118;29;9;0.2;0.33;3.5;0.049;10;40;0.9944;2.14;0.36;9.8
6119;24;5.8;0.13;0.22;12.7;0.058;24;183;0.9956;2.32;0.42;11.7
6120;22;5.8;0.31;0.31;7.5;0.052;55;230;0.9949;2.19;0.46;9.8
6121;21;6.3;0.36;0.2;2;0.048;48;191;0.9929;2.17;0.51;9.6
6122;17;9;0.2;0.33;3.5;0.049;10;40;0.9944;2.14;0.36;9.8
6123;25;6.7;0.18;0.25;14.3;0.048;79;149;0.9975;2.12;0.37;9.7
6124;13;6.6;0.16;0.25;9.8;0.049;59.5;137;0.995;2.16;0.38;10
6125;24;5.8;0.13;0.22;12.7;0.058;24;183;0.9956;2.32;0.42;11.7
6126;20;5.8;0.27;0.22;12.7;0.058;42;206;0.9946;2.32;0.38;12.3
6127;27;6.8;0.17;0.17;5.1;0.049;26;82;0.993;2;0.38;9.8
6128;28;6.4;0.37;0.19;3.5;0.068;18;101;0.9934;2.03;0.38;9
6129;21;7.3;0.26;0.53;12.7;0.047;60.5;164.5;0.9984;2.06;0.45;9.1
6130;14;7.3;0.28;0.54;12.9;0.049;62;162.5;0.9984;2.06;0.45;9.1
6131;27;7.3;0.28;0.54;12.9;0.049;62;162.5;0.9984;2.06;0.45;9.1
6132;24;5.8;0.12;0.21;1.3;0.056;35;121;0.9908;2.32;0.33;11.4
6133;27;6.1;0.25;0.18;10.5;0.049;41;124;0.9963;2.14;0.35;10.5
6134;28;6.4;0.24;0.27;1.5;0.04;35;105;0.98914;2.13;0.3;12.4
6135;30;7.3;0.26;0.53;12.7;0.047;60.5;156;0.9984;2.06;0.45;9.1
6136;17;7.3;0.28;0.54;12.9;0.049;62;152;0.9984;2.06;0.45;9.1
6137;30;8.3;0.18;0.37;1.2;0.049;6;94;0.9937;2.18;0.52;10.1
6138;24;7.1;0.09;0.3;6.2;0.032;24;134;0.993;1.99;0.39;10.9
6139;23;8.3;0.14;0.36;8.8;0.026;13;60;0.9956;2.13;0.35;11.05
6140;11;5.8;0.28;0.3;3.9;0.026;36;105;0.98963;2.26;0.58;12.75
6141;17;6;0.23;0.34;1.3;0.025;23;111;0.98961;2.36;0.37;12.7
6142;27;6.9;0.28;0.37;9.1;0.037;16;76;0.9948;2.05;0.54;11.1
6143;28;6.9;0.28;0.37;9.1;0.037;16;76;0.9948;2.05;0.54;11.1
6144;22;5.8;0.28;0.3;3.9;0.026;36;105;0.98963;2.26;0.58;12.75
6145;22;6.3;0.25;0.53;1.8;0.021;41;101;0.989315;2.19;0.31;13
6146;30;6.5;0.2;0.31;2.1;0.033;32;95;0.989435;1.96;0.61;12
6147;16;5.9;0.29;0.32;1.4;0.022;17;47;0.9899;2.35;0.35;11.5
6148;23;6.4;0.46;0.22;14.7;0.047;51;183;0.998275;2.39;0.6;10.5
6149;23;6.9;0.28;0.37;9.1;0.037;16;76;0.9948;2.05;0.54;11.1
6150;23;6.8;0.23;0.33;1.9;0.047;20;101;0.9914;2.1;0.46;11.1
6151;23;7;0.23;0.32;1.8;0.048;25;113;0.9915;2.11;0.47;11.1
6152;26;6.4;0.55;0.26;9.6;0.027;20;104;0.9924;2.22;0.73;13.1
6153;27;5.7;0.28;0.3;3.9;0.026;36;105;0.98963;2.26;0.58;12.75
6154;15;6;0.23;0.34;1.3;0.025;23;111;0.98961;2.36;0.37;12.7
6155;13;6.8;0.45;0.3;11.8;0.094;23;97;0.997;2.09;0.44;9.6
6156;20;6.1;0.2;0.4;1.9;0.028;32;138;0.9914;2.26;0.72;11.7
6157;26;6.1;0.37;0.46;12;0.042;61;210;0.997;2.17;0.59;9.7
6158;23;5.9;0.21;0.23;7.9;0.033;22;130;0.9944;2.38;0.59;10.9
6159;21;6.9;0.22;0.32;9.3;0.04;22;110;0.9958;2.34;0.54;10.7
6160;27;5.4;0.27;0.22;4.6;0.022;29;107;0.98889;2.33;0.54;13.8
6161;25;6;0.26;0.26;2.2;0.035;10;72;0.989465;2.11;0.48;12.15
6162;13;5.6;0.18;0.3;10.2;0.028;28;131;0.9954;2.49;0.42;10.8
6163;17;5.6;0.26;0.27;10.6;0.03;27;119;0.9947;2.4;0.34;10.7
6164;22;7;0.23;0.35;1.4;0.036;31;113;0.9912;2.16;0.48;10.8
6165;17;5.8;0.28;0.66;9.1;0.039;26;159;0.9965;2.66;0.55;10.8
6166;12;8.6;0.36;0.26;11.1;0.03;43.5;171;0.9948;2.03;0.49;12
6167;28;5.8;0.28;0.66;9.1;0.039;26;159;0.9965;2.66;0.55;10.8
6168;29;6.4;0.3;0.27;4.4;0.055;17;135;0.9925;2.23;0.44;12.2
6169;26;6.2;0.2;0.32;2.8;0.05;17;126;0.9936;2.18;0.55;9.4
6170;24;5.8;0.29;0.15;1.1;0.029;12;83;0.9898;2.3;0.4;11.4
6171;13;5.7;0.22;0.28;1.3;0.027;26;101;0.98948;2.35;0.38;12.5
6172;15;5.6;0.22;0.32;1.2;0.024;29;97;0.98823;2.2;0.46;13.05
6173;16;6.8;0.32;0.23;3.3;0.026;31;99;0.9896;2.1;0.4;12.4
6174;17;6.2;0.2;0.26;9.7;0.03;39;102;0.9908;2.08;0.56;12.9
6175;20;6.1;0.35;0.24;2.3;0.034;25;133;0.9906;2.34;0.59;12
6176;18;5.9;0.3;0.29;1.1;0.036;23;56;0.9904;2.19;0.38;11.3
6177;17;6.3;0.15;0.34;11.4;0.05;25;96;0.99754;2.21;0.49;10
6178;24;4.8;0.13;0.32;1.2;0.042;40;98;0.9898;2.42;0.64;11.8
6179;22;6;0.2;0.26;14.7;0.045;53;125;0.998365;1.99;0.69;9.4
6180;25;5.7;0.2;0.24;13.8;0.047;44;112;0.99837;1.97;0.66;8.8
6181;26;6;0.27;0.26;1.3;0.038;32;138;0.99125;2.46;0.43;11.1
6182;12;6.3;0.37;0.51;6.3;0.048;35;146;0.9943;2.1;1.01;10.5
6183;24;6.4;0.23;0.37;7.9;0.05;60;150;0.99488;1.86;0.49;9.3
6184;27;5.9;0.34;0.25;2;0.042;12;110;0.99034;2.02;0.54;11.4
6185;23;5;0.33;0.23;11.8;0.03;23;158;0.99322;2.41;0.64;11.8
6186;10;5.4;0.29;0.38;1.2;0.029;31;132;0.98895;2.28;0.36;12.4
6187;16;8;0.33;0.35;10;0.035;22;108;0.99457;2.12;0.36;11.6
6188;28;6.4;0.3;0.33;5.2;0.05;30;137;0.99304;2.26;0.58;11.1
6189;19;5.4;0.29;0.38;1.2;0.029;31;132;0.98895;2.28;0.36;12.4
6190;28;6.4;0.33;0.3;7.2;0.041;42;168;0.99331;2.22;0.49;11.1
6191;19;7;0.33;0.78;9.9;0.042;21;251;0.99435;2.01;0.55;11
6192;16;6.7;0.45;0.3;5.3;0.036;27;165;0.99122;2.12;0.46;12.2
6193;27;6.5;0.36;0.31;13.55;0.053;20;113;0.99544;2.2;0.56;11
6194;17;5.8;0.42;0.3;2.2;0.035;26;129;0.989;2.32;0.47;12.9
6195;20;7.1;0.39;0.3;9.9;0.037;29;124;0.99414;2.07;0.42;10.9
6196;19;6.7;0.53;0.29;4.3;0.069;20;114;0.99014;2.22;0.59;13.4
6197;22;6.7;0.66;0;13;0.033;32;75;0.99551;2.15;0.5;10.7
6198;26;6.5;0.36;0.31;13.55;0.053;20;113;0.99544;2.2;0.56;11
6199;17;6.5;0.16;0.33;1;0.027;23;75;0.9908;2.3;0.39;11.4
6200;30;8.3;0.22;0.34;1.1;0.043;20;116;0.9927;2;0.47;10.2
6201;16;6.9;0.23;0.35;6.9;0.03;45;116;0.99244;1.8;0.54;11
6202;29;6.4;0.17;0.34;13.4;0.044;45;139;0.99752;2.06;0.43;9.1
6203;29;5;0.33;0.18;4.6;0.032;40;124;0.99114;2.18;0.4;11
6204;22;6.8;0.38;0.29;9.9;0.037;40;146;0.99326;2.11;0.37;11.5
6205;28;6.5;0.29;0.32;3;0.036;38;93;0.9906;2.16;0.59;12
6206;16;6.9;0.29;0.32;5.8;0.04;16;112;0.993;2.04;0.58;11.2
6207;13;6.6;0.28;0.3;12.9;0.033;31;177;0.99479;2.12;0.39;11.2
6208;28;6.2;0.36;0.27;3.2;0.032;13;73;0.98942;1.9;0.69;12.6
6209;13;6;0.615;0.04;0.8;0.032;8;50;0.99036;2.14;0.4;11
6210;22;5.9;0.44;0.36;2.5;0.03;12;73;0.99201;2.22;0.48;10.8
6211;24;5.9;0.42;0.36;2.4;0.034;19;77;0.99184;2.25;0.48;10.9
6212;11;5.8;0.34;0.21;7.2;0.041;48;146;0.99441;2.16;0.49;9.8
6213;27;5.8;0.27;0.2;7.3;0.04;42;145;0.99442;2.15;0.48;9.8
6214;14;7.1;0.33;0.18;6.3;0.094;27;166;0.99474;1.9;0.49;9.5
6215;18;6.1;0.44;0.28;4.25;0.032;43;132;0.9916;2.26;0.47;11.26666667
6216;28;7.3;0.28;0.37;1.2;0.039;26;99;0.99198;2.01;0.62;10.8
6217;28;5.2;0.5;0.18;2;0.036;23;129;0.98949;2.36;0.77;13.4
6218;16;6.1;0.44;0.28;4.25;0.032;43;132;0.9916;2.26;0.47;11.3
6219;29;6.4;0.62;0.12;4.7;0.06;33;196;0.99556;2.22;0.48;8.9
6220;12;6.4;0.38;0.19;4.5;0.038;36;119;0.99151;2.07;0.42;11.2
6221;16;7.5;0.305;0.38;1.4;0.047;30;95;0.99158;2.22;0.52;11.5
6222;27;6.5;0.5;0.22;4.1;0.036;35;131;0.9902;2.26;0.55;13
6223;18;6.6;0.4;0.3;5.3;0.038;20;125;0.99204;2.36;0.73;12.6
6224;24;6.4;0.4;0.25;4.2;0.032;15;91;0.98988;2.26;0.52;13.1
6225;26;8.3;0.49;0.23;6.65;0.034;6;158;0.99344;2.05;0.48;11.2
6226;15;6.3;0.3;0.91;8.2;0.034;50;199;0.99394;2.39;0.49;11.7
6227;24;6.1;0.19;0.37;2.6;0.041;24;99;0.99153;2.18;0.5;10.9
6228;27;6.1;0.19;0.37;2.6;0.041;24;99;0.99153;2.18;0.5;10.9
6229;20;5.6;0.24;0.34;2;0.041;14;73;0.98981;2.04;0.45;11.6
6230;21;5.7;0.25;0.32;12.2;0.041;43;127;0.99524;2.23;0.53;10.4
6231;11;6.6;0.21;0.39;2.3;0.041;31;102;0.99221;2.22;0.58;10.9
6232;30;6.3;0.3;0.91;8.2;0.034;50;199;0.99394;2.39;0.49;11.7
6233;10;6.2;0.28;0.41;5;0.043;50;188;0.99318;2.23;0.64;10.8
6234;22;5.8;0.29;0.38;10.7;0.038;49;136;0.99366;2.11;0.59;11.2
6235;10;5.8;0.345;0.15;10.8;0.033;26;120;0.99494;2.25;0.49;10
6236;28;6.5;0.51;0.25;1.7;0.048;39;177;0.99212;2.28;0.57;10.56666667
6237;28;6;0.24;0.41;1.3;0.036;42;118;0.99018;2.04;0.64;11.73333333
6238;16;6.5;0.51;0.25;1.7;0.048;39;177;0.99212;2.28;0.57;10.6
6239;10;6.9;0.54;0.26;12.7;0.049;59;195;0.99596;2.26;0.54;10.5
6240;15;6;0.24;0.41;1.3;0.036;42;118;0.99018;2.04;0.64;11.75
6241;16;6.6;0.26;0.36;1.2;0.035;43;126;0.99094;2.01;0.63;11.4
6242;20;5.7;0.24;0.3;1.3;0.03;25;98;0.98968;2.37;0.43;12.4
6243;20;6.5;0.21;0.35;5.7;0.043;47;197;0.99392;2.24;0.5;10.1
6244;18;6.8;0.29;0.22;3.4;0.035;40;122;0.99024;2.09;0.47;12.3
6245;14;5;0.24;0.34;1.1;0.034;49;158;0.98774;2.32;0.32;13.1
6246;25;5.9;0.18;0.28;1;0.037;24;88;0.99094;2.29;0.55;10.65
6247;20;5.8;0.26;0.29;1;0.042;35;101;0.99044;2.36;0.48;11.4
6248;15;6.7;0.61;0.21;1.65;0.117;40;240;0.9938;2.11;0.57;9.3
6249;28;5.7;0.695;0.06;6.8;0.042;9;84;0.99432;2.44;0.44;10.2
6250;19;5.6;0.695;0.06;6.8;0.042;9;84;0.99432;2.44;0.44;10.2
6251;15;5.7;0.39;0.25;4.9;0.033;49;113;0.98966;2.26;0.58;13.1
6252;10;6.1;0.38;0.47;1.4;0.051;59;210;0.99309;2.24;0.5;9.6
6253;29;6.3;0.36;0.28;2.5;0.035;18;73;0.98868;2.1;0.47;12.8
6254;23;6;0.29;0.41;10.8;0.048;55;149;0.9937;2.09;0.59;10.96666667
6255;30;6;0.29;0.41;10.8;0.048;55;149;0.9937;2.09;0.59;10.96666667
6256;24;6;0.29;0.41;10.8;0.048;55;149;0.9937;2.09;0.59;10.96666667
6257;11;6;0.29;0.41;10.8;0.048;55;149;0.9937;2.09;0.59;11
6258;12;7.1;0.43;0.25;2.8;0.036;43;132;0.98975;2.21;0.47;13.4
6259;19;6.6;0.25;0.25;1.3;0.04;28;85;0.98984;1.87;0.48;11.2
6260;27;6.6;0.33;0.41;2;0.027;14;79;0.99063;2.27;0.63;12.4
6261;17;8;0.23;0.41;1.1;0.048;35;150;0.99168;2.09;0.47;11.2
6262;19;7.3;0.17;0.36;8.2;0.028;44;111;0.99272;2.14;0.41;12.4
6263;11;6;0.17;0.33;6;0.036;30;111;0.99362;2.32;0.58;10.13333333
6264;27;6.1;0.16;0.34;6.1;0.034;31;114;0.99365;2.32;0.58;10.13333333
6265;10;7.3;0.17;0.36;8.2;0.028;44;111;0.99272;2.14;0.41;12.4
6266;25;6.4;0.31;0.53;8.8;0.057;36;221;0.99642;2.17;0.44;9.1
6267;11;6.1;0.16;0.34;6.1;0.034;31;114;0.99365;2.32;0.58;10.15
6268;28;6;0.17;0.33;6;0.036;30;111;0.99362;2.32;0.58;10.15
6269;11;5.9;0.44;0.33;1.2;0.049;12;117;0.99134;2.46;0.44;11.5
6270;30;6.6;0.285;0.49;11.4;0.035;57;137;0.99732;2.08;0.54;8.9
6271;23;4.9;0.335;0.14;1.3;0.036;69;168;0.99212;2.47;0.46;10.46666667
6272;12;4.9;0.335;0.14;1.3;0.036;69;168;0.99212;2.47;0.46;10.46666667
6273;26;6;0.28;0.52;6.2;0.028;37;104;0.99161;2.28;0.51;11.8
6274;14;5.8;0.35;0.29;3.2;0.034;41;151;0.9912;2.35;0.58;11.63333333
6275;30;5.7;0.21;0.37;4.5;0.04;58;140;0.99332;2.29;0.62;10.6
6276;19;6.5;0.25;0.32;9.9;0.045;41;128;0.99636;2.18;0.52;9.6
6277;18;6;0.28;0.52;6.2;0.028;37;104;0.99161;2.28;0.51;11.8
6278;15;6.6;0.285;0.49;11.4;0.035;57;137;0.99732;2.08;0.54;8.9
6279;20;4.7;0.335;0.14;1.3;0.036;69;168;0.99212;2.47;0.46;10.5
6280;19;6.8;0.63;0.04;1.3;0.058;25;133;0.99271;2.17;0.39;10.2
6281;11;5.6;0.27;0.37;0.9;0.025;11;49;0.98845;2.29;0.33;13.1
6282;12;6.8;0.32;0.33;0.7;0.027;15;66;0.9899;2.11;0.31;11.8
6283;30;6.5;0.33;0.32;1;0.041;39;120;0.99004;2.06;0.37;12.2
6284;24;6;0.24;0.34;1;0.036;52;184;0.99097;2.44;0.44;11.45
6285;11;7.2;0.26;0.32;10.4;0.062;23;114;0.9966;2.23;0.49;10.5
6286;26;6.8;0.63;0.04;1.3;0.058;25;133;0.99271;2.17;0.39;10.2
6287;21;6.7;0.16;0.32;12.5;0.035;18;156;0.99666;1.88;0.36;9
6288;10;6.7;0.16;0.32;12.5;0.035;18;156;0.99666;1.88;0.36;9
6289;19;6.7;0.16;0.32;12.5;0.035;18;156;0.99666;1.88;0.36;9
6290;24;6.7;0.16;0.32;12.5;0.035;18;156;0.99666;1.88;0.36;9
6291;10;6.9;0.19;0.31;19.25;0.043;38;167;0.99954;1.93;0.52;9.1
6292;27;6;0.36;0.32;1.1;0.053;26;173;0.99414;2.38;0.54;8.8
6293;15;6.7;0.16;0.32;12.5;0.035;18;156;0.99666;1.88;0.36;9
6294;14;6.9;0.19;0.31;19.25;0.043;38;167;0.99954;1.93;0.52;9.1
6295;14;6.7;0.35;0.32;9;0.032;29;113;0.99188;2.13;0.65;12.9
6296;19;6.1;0.15;0.4;1.2;0.03;19;84;0.98926;2.19;0.96;13
6297;17;6.7;0.35;0.32;9;0.032;29;113;0.99188;2.13;0.65;12.9
6298;14;7;0.27;0.74;1.3;0.173;34;121;0.99334;2.04;0.46;9.2
6299;17;6.8;0.3;0.33;12.8;0.041;60;168;0.99659;2.1;0.56;9.8
6300;15;6.8;0.3;0.33;12.8;0.041;60;168;0.99659;2.1;0.56;9.8
6301;25;6.4;0.69;0.09;7.6;0.044;34;144;0.9948;2.26;0.38;10.1
6302;13;6.4;0.69;0.09;7.6;0.044;34;144;0.9948;2.26;0.38;10.1
6303;12;5.9;0.12;0.28;1.4;0.037;36;83;0.99074;2.33;0.42;10.9
6304;30;6.3;0.36;0.5;8.3;0.053;51;202;0.9955;2.2;0.51;9.6
6305;12;5.7;0.27;0.16;9;0.053;32;111;0.99474;2.36;0.37;10.4
6306;13;6.1;0.22;0.4;1.85;0.031;25;111;0.98966;2.03;0.3;11.8
6307;30;5.6;0.205;0.16;12.55;0.051;31;115;0.99564;2.4;0.38;10.8
6308;16;7.2;0.33;0.28;1.4;0.034;26;109;0.99246;2.28;0.57;10.6
6309;24;5.9;0.21;0.31;1.8;0.033;45;142;0.98984;2.35;0.5;12.7
6310;12;5.4;0.33;0.31;4;0.03;27;108;0.99031;2.3;0.43;12.2
6311;14;5.4;0.205;0.16;12.55;0.051;31;115;0.99564;2.4;0.38;10.8
6312;21;5.7;0.27;0.16;9;0.053;32;111;0.99474;2.36;0.37;10.4
6313;10;6.4;0.28;0.28;3;0.04;19;98;0.99216;2.25;0.47;11.1
6314;22;6.1;0.22;0.4;1.85;0.031;25;111;0.98966;2.03;0.3;11.8
6315;17;6.7;0.15;0.32;7.9;0.034;17;81;0.99512;2.29;0.31;10
6316;28;5.5;0.315;0.38;2.6;0.033;10;69;0.9909;2.12;0.59;10.8
6317;27;4.8;0.225;0.38;1.2;0.074;47;130;0.99132;2.31;0.4;10.3
