ID;Edad de la Persana Testing;Ingrediente_1;Ingrediente_2;Ingrediente_3;Sodio en mg;Gramos de aspartamo;Azucar Gramos;Gramos entre Azucar y otros endulcorantes;Densidad;pH;Litros de Cafeina;Grado de Colorante;Indice_Satisfaccion
1097;17;6.6;0.725;0.09;5.5;0.117;9;17;0.99655;2.35;0.49;10.8;1
1098;13;8.6;0.52;0.38;1.5;0.096;5;18;0.99666;2.2;0.52;9.4;0
1099;21;8;0.31;0.45;2.1;0.216;5;16;0.99358;2.15;0.81;12.5;1
1100;18;8.6;0.52;0.38;1.5;0.096;5;18;0.99666;2.2;0.52;9.4;0
1101;10;8.4;0.34;0.42;2.1;0.072;23;36;0.99392;2.11;0.78;12.4;1
1102;10;7.4;0.49;0.27;2.1;0.071;14;25;0.99388;2.35;0.63;12;1
1103;23;6.1;0.48;0.09;1.7;0.078;18;30;0.99402;2.45;0.54;11.2;1
1104;17;7.4;0.49;0.27;2.1;0.071;14;25;0.99388;2.35;0.63;12;1
1105;15;8;0.48;0.34;2.2;0.073;16;25;0.9936;2.28;0.66;12.4;1
1106;18;6.3;0.57;0.28;2.1;0.048;13;49;0.99374;2.41;0.6;12.8;0
1107;14;8.2;0.23;0.42;1.9;0.069;9;17;0.99376;2.21;0.54;12.3;1
1108;10;9.1;0.3;0.41;2;0.068;10;24;0.99523;2.27;0.85;11.7;1
1109;22;8.1;0.78;0.1;3.3;0.09;4;13;0.99855;2.36;0.49;9.5;0
1110;20;10.8;0.47;0.43;2.1;0.171;27;66;0.9982;2.17;0.76;10.8;1
1111;19;8.3;0.53;0;1.4;0.07;6;14;0.99593;2.25;0.64;10;1
1112;25;5.4;0.42;0.27;2;0.092;23;55;0.99471;2.78;0.64;12.3;1
1113;22;7.9;0.33;0.41;1.5;0.056;6;35;0.99396;2.29;0.71;11;1
1114;10;8.9;0.24;0.39;1.6;0.074;3;10;0.99698;2.12;0.59;9.5;1
1115;19;5;0.4;0.5;4.3;0.046;29;80;0.9902;2.49;0.66;13.6;1
1116;26;7;0.69;0.07;2.5;0.091;15;21;0.99572;2.38;0.6;11.3;1
1117;23;7;0.69;0.07;2.5;0.091;15;21;0.99572;2.38;0.6;11.3;1
1118;26;7;0.69;0.07;2.5;0.091;15;21;0.99572;2.38;0.6;11.3;1
1119;26;7.1;0.39;0.12;2.1;0.065;14;24;0.99252;2.3;0.53;13.3;1
1120;24;5.6;0.66;0;2.5;0.066;7;15;0.99256;2.52;0.58;12.9;0
1121;17;7.9;0.54;0.34;2.5;0.076;8;17;0.99235;2.2;0.72;13.1;1
1122;30;6.6;0.5;0;1.8;0.062;21;28;0.99352;2.44;0.55;12.3;1
1123;13;6.3;0.47;0;1.4;0.055;27;33;0.9922;2.45;0.48;12.3;1
1124;10;10.7;0.4;0.37;1.9;0.081;17;29;0.99674;2.12;0.65;11.2;1
1125;25;6.5;0.58;0;2.2;0.096;3;13;0.99557;2.62;0.62;11.5;0
1126;23;8.8;0.24;0.35;1.7;0.055;13;27;0.99394;2.14;0.59;11.3;1
1127;16;5.8;0.29;0.26;1.7;0.063;3;11;0.9915;2.39;0.54;13.5;1
1128;23;6.3;0.76;0;2.9;0.072;26;52;0.99379;2.51;0.6;11.5;1
1129;25;10;0.43;0.33;2.7;0.095;28;89;0.9984;2.22;0.68;10;0
1130;28;10.5;0.43;0.35;3.3;0.092;24;70;0.99798;2.21;0.69;10.5;1
1131;17;9.1;0.6;0;1.9;0.058;5;10;0.9977;2.18;0.63;10.4;1
1132;24;5.9;0.19;0.21;1.7;0.045;57;135;0.99341;2.32;0.44;9.5;0
1133;23;7.4;0.36;0.34;1.8;0.075;18;38;0.9933;2.38;0.88;13.6;1
1134;16;7.2;0.48;0.07;5.5;0.089;10;18;0.99684;2.37;0.68;11.2;1
1135;17;8.5;0.28;0.35;1.7;0.061;6;15;0.99524;2.3;0.74;11.8;1
1136;20;8;0.25;0.43;1.7;0.067;22;50;0.9946;2.38;0.6;11.9;1
1137;12;10.4;0.52;0.45;2;0.08;6;13;0.99774;2.22;0.76;11.4;1
1138;14;10.4;0.52;0.45;2;0.08;6;13;0.99774;2.22;0.76;11.4;1
1139;13;7.5;0.41;0.15;3.7;0.104;29;94;0.99786;2.14;0.58;9.1;0
1140;24;8.2;0.51;0.24;2;0.079;16;86;0.99764;2.34;0.64;9.5;1
1141;11;7.3;0.4;0.3;1.7;0.08;33;79;0.9969;2.41;0.65;9.5;1
1142;29;8.2;0.38;0.32;2.5;0.08;24;71;0.99624;2.27;0.85;11;1
1143;12;6.9;0.45;0.11;2.4;0.043;6;12;0.99354;2.3;0.65;11.4;1
1144;18;7;0.22;0.3;1.8;0.065;16;20;0.99672;2.61;0.82;10;1
1145;11;7.3;0.32;0.23;2.3;0.066;35;70;0.99588;2.43;0.62;10.1;0
1146;20;8.2;0.2;0.43;2.5;0.076;31;51;0.99672;2.53;0.81;10.4;1
1147;17;7.8;0.5;0.12;1.8;0.178;6;21;0.996;2.28;0.87;9.8;1
1148;30;10;0.41;0.45;6.2;0.071;6;14;0.99702;2.21;0.49;11.8;1
1149;16;7.8;0.39;0.42;2;0.086;9;21;0.99526;2.39;0.66;11.6;1
1150;11;10;0.35;0.47;2;0.061;6;11;0.99585;2.23;0.52;12;1
1151;22;8.2;0.33;0.32;2.8;0.067;4;12;0.99473;2.3;0.76;12.8;1
1152;19;6.1;0.58;0.23;2.5;0.044;16;70;0.99352;2.46;0.65;12.5;1
1153;19;8.3;0.6;0.25;2.2;0.118;9;38;0.99616;2.15;0.53;9.8;0
1154;19;9.6;0.42;0.35;2.1;0.083;17;38;0.99622;2.23;0.66;11.1;1
1155;23;6.6;0.58;0;2.2;0.1;50;63;0.99544;2.59;0.68;11.4;1
1156;29;8.3;0.6;0.25;2.2;0.118;9;38;0.99616;2.15;0.53;9.8;0
1157;11;8.5;0.18;0.51;1.75;0.071;45;88;0.99524;2.33;0.76;11.8;1
1158;23;5.1;0.51;0.18;2.1;0.042;16;101;0.9924;2.46;0.87;12.9;1
1159;14;6.7;0.41;0.43;2.8;0.076;22;54;0.99572;2.42;1.16;10.6;1
1160;27;10.2;0.41;0.43;2.2;0.11;11;37;0.99728;2.16;0.67;10.8;0
1161;15;10.6;0.36;0.57;2.3;0.087;6;20;0.99676;2.14;0.72;11.1;1
1162;30;8.8;0.45;0.43;1.4;0.076;12;21;0.99551;2.21;0.75;10.2;1
1163;26;8.5;0.32;0.42;2.3;0.075;12;19;0.99434;2.14;0.71;11.8;1
1164;27;9;0.785;0.24;1.7;0.078;10;21;0.99692;2.29;0.67;10;0
1165;16;9;0.785;0.24;1.7;0.078;10;21;0.99692;2.29;0.67;10;0
1166;25;8.5;0.44;0.5;1.9;0.369;15;38;0.99634;2.01;1.1;9.4;0
1167;12;9.9;0.54;0.26;2;0.111;7;60;0.99709;1.94;0.98;10.2;0
1168;15;8.2;0.33;0.39;2.5;0.074;29;48;0.99528;2.32;0.88;12.4;1
1169;13;6.5;0.34;0.27;2.8;0.067;8;44;0.99384;2.21;0.56;12;1
1170;12;7.6;0.5;0.29;2.3;0.086;5;14;0.99502;2.32;0.62;11.5;1
1171;30;9.2;0.36;0.34;1.6;0.062;5;12;0.99667;2.2;0.67;10.5;1
1172;11;7.1;0.59;0;2.2;0.078;26;44;0.99522;2.42;0.68;10.8;1
1173;14;9.7;0.42;0.46;2.1;0.074;5;16;0.99649;2.27;0.74;12.3;1
1174;24;7.6;0.36;0.31;1.7;0.079;26;65;0.99716;2.46;0.62;9.5;1
1175;24;7.6;0.36;0.31;1.7;0.079;26;65;0.99716;2.46;0.62;9.5;1
1176;14;6.5;0.61;0;2.2;0.095;48;59;0.99541;2.61;0.7;11.5;1
1177;12;6.5;0.88;0.03;5.6;0.079;23;47;0.99572;2.58;0.5;11.2;0
1178;18;7.1;0.66;0;2.4;0.052;6;11;0.99318;2.35;0.66;12.7;1
1179;18;5.6;0.915;0;2.1;0.041;17;78;0.99346;2.68;0.73;11.4;0
1180;27;8.2;0.35;0.33;2.4;0.076;11;47;0.99599;2.27;0.81;11;1
1181;13;8.2;0.35;0.33;2.4;0.076;11;47;0.99599;2.27;0.81;11;1
1182;15;9.8;0.39;0.43;1.65;0.068;5;11;0.99478;2.19;0.46;11.4;0
1183;11;10.2;0.4;0.4;2.5;0.068;41;54;0.99754;2.38;0.86;10.5;1
1184;12;6.8;0.66;0.07;1.6;0.07;16;61;0.99572;2.29;0.6;9.3;0
1185;15;6.7;0.64;0.23;2.1;0.08;11;119;0.99538;2.36;0.7;10.9;0
1186;22;7;0.43;0.3;2;0.085;6;39;0.99346;2.33;0.46;11.9;1
1187;14;6.6;0.8;0.03;7.8;0.079;6;12;0.9963;2.52;0.5;12.2;0
1188;10;7;0.43;0.3;2;0.085;6;39;0.99346;2.33;0.46;11.9;1
1189;10;6.7;0.64;0.23;2.1;0.08;11;119;0.99538;2.36;0.7;10.9;0
1190;23;8.8;0.955;0.05;1.8;0.075;5;19;0.99616;2.3;0.44;9.6;0
1191;18;9.1;0.4;0.57;4.6;0.08;6;20;0.99652;2.28;0.57;12.5;1
1192;18;6.5;0.885;0;2.3;0.166;6;12;0.99551;2.56;0.51;10.8;0
1193;12;7.2;0.25;0.37;2.5;0.063;11;41;0.99439;2.52;0.8;12.4;1
1194;15;6.4;0.885;0;2.3;0.166;6;12;0.99551;2.56;0.51;10.8;0
1195;18;7;0.745;0.12;1.8;0.114;15;64;0.99588;2.22;0.59;9.5;1
1196;16;6.2;0.43;0.22;1.8;0.078;21;56;0.99633;2.52;0.6;9.5;1
1197;26;7.9;0.58;0.23;2.3;0.076;23;94;0.99686;2.21;0.58;9.5;1
1198;27;7.7;0.57;0.21;1.5;0.069;4;9;0.99458;2.16;0.54;9.8;1
1199;28;7.7;0.26;0.26;2;0.052;19;77;0.9951;2.15;0.79;10.9;1
1200;25;7.9;0.58;0.23;2.3;0.076;23;94;0.99686;2.21;0.58;9.5;1
1201;12;7.7;0.57;0.21;1.5;0.069;4;9;0.99458;2.16;0.54;9.8;1
1202;19;7.9;0.34;0.36;1.9;0.065;5;10;0.99419;2.27;0.54;11.2;1
1203;28;8.6;0.42;0.39;1.8;0.068;6;12;0.99516;2.35;0.69;11.7;1
1204;25;9.9;0.74;0.19;5.8;0.111;33;76;0.99878;2.14;0.55;9.4;0
1205;17;7.2;0.36;0.46;2.1;0.074;24;44;0.99534;2.4;0.85;11;1
1206;29;7.2;0.36;0.46;2.1;0.074;24;44;0.99534;2.4;0.85;11;1
1207;13;7.2;0.36;0.46;2.1;0.074;24;44;0.99534;2.4;0.85;11;1
1208;19;9.9;0.72;0.55;1.7;0.136;24;52;0.99752;2.35;0.94;10;0
1209;14;7.2;0.36;0.46;2.1;0.074;24;44;0.99534;2.4;0.85;11;1
1210;15;6.2;0.39;0.43;2;0.071;14;24;0.99428;2.45;0.87;11.2;1
1211;27;6.8;0.65;0.02;2.1;0.078;8;15;0.99498;2.35;0.62;10.4;1
1212;14;6.6;0.44;0.15;2.1;0.076;22;53;0.9957;2.32;0.62;9.3;0
1213;27;6.8;0.65;0.02;2.1;0.078;8;15;0.99498;2.35;0.62;10.4;1
1214;23;9.6;0.38;0.42;1.9;0.071;5;13;0.99659;2.15;0.75;10.5;1
1215;18;10.2;0.33;0.46;1.9;0.081;6;9;0.99628;2.1;0.48;10.4;1
1216;30;8.8;0.27;0.46;2.1;0.095;20;29;0.99488;2.26;0.56;11.3;1
1217;10;7.9;0.57;0.31;2;0.079;10;79;0.99677;2.29;0.69;9.5;1
1218;19;8.2;0.34;0.37;1.9;0.057;43;74;0.99408;2.23;0.81;12;1
1219;26;8.2;0.4;0.31;1.9;0.082;8;24;0.996;2.24;0.69;10.6;1
1220;11;9;0.39;0.4;1.3;0.044;25;50;0.99478;2.2;0.83;10.9;1
1221;28;10.9;0.32;0.52;1.8;0.132;17;44;0.99734;2.28;0.77;11.5;1
1222;11;10.9;0.32;0.52;1.8;0.132;17;44;0.99734;2.28;0.77;11.5;1
1223;29;8.1;0.53;0.22;2.2;0.078;33;89;0.99678;2.26;0.46;9.6;1
1224;27;10.5;0.36;0.47;2.2;0.074;9;23;0.99638;2.23;0.76;12;1
1225;18;12.6;0.39;0.49;2.5;0.08;8;20;0.9992;2.07;0.82;10.3;1
1226;17;9.2;0.46;0.23;2.6;0.091;18;77;0.99922;2.15;0.51;9.4;0
1227;17;7.5;0.58;0.03;4.1;0.08;27;46;0.99592;2.02;0.47;9.2;0
1228;18;9;0.58;0.25;2;0.104;8;21;0.99769;2.27;0.72;9.6;0
1229;26;5.1;0.42;0;1.8;0.044;18;88;0.99157;2.68;0.73;13.6;1
1230;26;7.6;0.43;0.29;2.1;0.075;19;66;0.99718;2.4;0.64;9.5;0
1231;13;7.7;0.18;0.34;2.7;0.066;15;58;0.9947;2.37;0.78;11.8;1
1232;23;7.8;0.815;0.01;2.6;0.074;48;90;0.99621;2.38;0.62;10.8;0
1233;17;7.6;0.43;0.29;2.1;0.075;19;66;0.99718;2.4;0.64;9.5;0
1234;17;10.2;0.23;0.37;2.2;0.057;14;36;0.99614;2.23;0.49;9.3;0
1235;17;7.1;0.75;0.01;2.2;0.059;11;18;0.99242;2.39;0.4;12.8;1
1236;16;6;0.33;0.32;12.9;0.054;6;113;0.99572;2.3;0.56;11.5;0
1237;14;7.8;0.55;0;1.7;0.07;7;17;0.99659;2.26;0.64;9.4;1
1238;29;7.1;0.75;0.01;2.2;0.059;11;18;0.99242;2.39;0.4;12.8;1
1239;28;8.1;0.73;0;2.5;0.081;12;24;0.99798;2.38;0.46;9.6;0
1240;20;6.5;0.67;0;4.3;0.057;11;20;0.99488;2.45;0.56;11.8;0
1241;13;7.5;0.61;0.2;1.7;0.076;36;60;0.99494;2.1;0.4;9.3;0
1242;25;9.8;0.37;0.39;2.5;0.079;28;65;0.99729;2.16;0.59;9.8;0
1243;22;9;0.4;0.41;2;0.058;15;40;0.99414;2.22;0.6;12.2;1
1244;10;8.3;0.56;0.22;2.4;0.082;10;86;0.9983;2.37;0.62;9.5;0
1245;25;5.9;0.29;0.25;13.4;0.067;72;160;0.99721;2.33;0.54;10.3;1
1246;26;7.4;0.55;0.19;1.8;0.082;15;34;0.99655;2.49;0.68;10.5;0
1247;27;7.4;0.74;0.07;1.7;0.086;15;48;0.99502;2.12;0.48;10;0
1248;30;7.4;0.55;0.19;1.8;0.082;15;34;0.99655;2.49;0.68;10.5;0
1249;20;6.9;0.41;0.33;2.2;0.081;22;36;0.9949;2.41;0.75;11.1;1
1250;15;7.1;0.6;0.01;2.3;0.079;24;37;0.99514;2.4;0.61;10.9;1
1251;23;7.1;0.6;0.01;2.3;0.079;24;37;0.99514;2.4;0.61;10.9;1
1252;11;7.5;0.58;0.14;2.2;0.077;27;60;0.9963;2.28;0.59;9.8;0
1253;11;7.1;0.72;0;1.8;0.123;6;14;0.99627;2.45;0.58;9.8;0
1254;15;7.9;0.66;0;1.4;0.096;6;13;0.99569;2.43;0.58;9.5;0
1255;18;7.8;0.7;0.06;1.9;0.079;20;35;0.99628;2.4;0.69;10.9;0
1256;18;6.1;0.64;0.02;2.4;0.069;26;46;0.99358;2.47;0.45;11;0
1257;16;7.5;0.59;0.22;1.8;0.082;43;60;0.99499;2.1;0.42;9.2;0
1258;19;7;0.58;0.28;4.8;0.085;12;69;0.99633;2.32;0.7;11;1
1259;30;6.8;0.64;0;2.7;0.123;15;33;0.99538;2.44;0.63;11.3;1
1260;25;6.8;0.64;0;2.7;0.123;15;33;0.99538;2.44;0.63;11.3;1
1261;10;8.6;0.635;0.68;1.8;0.403;19;56;0.99632;2.02;1.15;9.3;0
1262;30;6.3;1.02;0;2;0.083;17;24;0.99437;2.59;0.55;11.2;0
1263;26;9.8;0.45;0.38;2.5;0.081;34;66;0.99726;2.15;0.58;9.8;0
1264;28;8.2;0.78;0;2.2;0.089;13;26;0.9978;2.37;0.46;9.6;0
1265;13;8.5;0.37;0.32;1.8;0.066;26;51;0.99456;2.38;0.72;11.8;1
1266;24;7.2;0.57;0.05;2.3;0.081;16;36;0.99564;2.38;0.6;10.3;1
1267;21;7.2;0.57;0.05;2.3;0.081;16;36;0.99564;2.38;0.6;10.3;1
1268;27;10.4;0.43;0.5;2.3;0.068;13;19;0.996;2.1;0.87;11.4;1
1269;16;6.9;0.41;0.31;2;0.079;21;51;0.99668;2.47;0.55;9.5;1
1270;27;5.5;0.49;0.03;1.8;0.044;28;87;0.9908;2.5;0.82;14;1
1271;24;5;0.38;0.01;1.6;0.048;26;60;0.99084;2.7;0.75;14;1
1272;17;7.3;0.44;0.2;1.6;0.049;24;64;0.9935;2.38;0.57;11.7;1
1273;28;5.9;0.46;0;1.9;0.077;25;44;0.99385;2.5;0.53;11.2;0
1274;28;7.5;0.58;0.2;2;0.073;34;44;0.99494;2.1;0.43;9.3;0
1275;24;7.8;0.58;0.13;2.1;0.102;17;36;0.9944;2.24;0.53;11.2;1
1276;15;8;0.715;0.22;2.3;0.075;13;81;0.99688;2.24;0.54;9.5;1
1277;30;8.5;0.4;0.4;6.3;0.05;3;10;0.99566;2.28;0.56;12;0
1278;16;7;0.69;0;1.9;0.114;3;10;0.99636;2.35;0.6;9.7;1
1279;30;8;0.715;0.22;2.3;0.075;13;81;0.99688;2.24;0.54;9.5;1
1280;21;9.8;0.3;0.39;1.7;0.062;3;9;0.9948;2.14;0.57;11.5;1
1281;25;7.1;0.46;0.2;1.9;0.077;28;54;0.9956;2.37;0.64;10.4;1
1282;30;7.1;0.46;0.2;1.9;0.077;28;54;0.9956;2.37;0.64;10.4;1
1283;10;7.9;0.765;0;2;0.084;9;22;0.99619;2.33;0.68;10.9;1
1284;22;8.7;0.63;0.28;2.7;0.096;17;69;0.99734;2.26;0.63;10.2;1
1285;28;7;0.42;0.19;2.3;0.071;18;36;0.99476;2.39;0.56;10.9;0
1286;14;11.3;0.37;0.5;1.8;0.09;20;47;0.99734;2.15;0.57;10.5;0
1287;16;7.1;0.16;0.44;2.5;0.068;17;31;0.99328;2.35;0.54;12.4;1
1288;25;8;0.6;0.08;2.6;0.056;3;7;0.99286;2.22;0.37;13;0
1289;29;7;0.6;0.3;4.5;0.068;20;110;0.99914;2.3;1.17;10.2;0
1290;27;7;0.6;0.3;4.5;0.068;20;110;0.99914;2.3;1.17;10.2;0
1291;18;7.6;0.74;0;1.9;0.1;6;12;0.99521;2.36;0.59;11;0
1292;17;8.2;0.635;0.1;2.1;0.073;25;60;0.99638;2.29;0.75;10.9;1
1293;28;5.9;0.395;0.13;2.4;0.056;14;28;0.99362;2.62;0.67;12.4;1
1294;22;7.5;0.755;0;1.9;0.084;6;12;0.99672;2.34;0.49;9.7;0
1295;29;8.2;0.635;0.1;2.1;0.073;25;60;0.99638;2.29;0.75;10.9;1
1296;17;6.6;0.63;0;4.3;0.093;51;77.5;0.99558;2.2;0.45;9.5;0
1297;12;6.6;0.63;0;4.3;0.093;51;77.5;0.99558;2.2;0.45;9.5;0
1298;22;7.2;0.53;0.14;2.1;0.064;15;29;0.99323;2.35;0.61;12.1;1
1299;10;5.7;0.6;0;1.4;0.063;11;18;0.99191;2.45;0.56;12.2;1
1300;16;7.6;1.58;0;2.1;0.137;5;9;0.99476;2.5;0.4;10.9;0
1301;19;5.2;0.645;0;2.15;0.08;15;28;0.99444;2.78;0.61;12.5;1
1302;20;6.7;0.86;0.07;2;0.1;20;57;0.99598;2.6;0.74;11.7;1
1303;16;9.1;0.37;0.32;2.1;0.064;4;15;0.99576;2.3;0.8;11.2;1
1304;11;8;0.28;0.44;1.8;0.081;28;68;0.99501;2.36;0.66;11.2;0
1305;15;7.6;0.79;0.21;2.3;0.087;21;68;0.9955;2.12;0.44;9.2;0
1306;14;7.5;0.61;0.26;1.9;0.073;24;88;0.99612;2.3;0.53;9.8;0
1307;23;9.7;0.69;0.32;2.5;0.088;22;91;0.9979;2.29;0.62;10.1;0
1308;13;6.8;0.68;0.09;3.9;0.068;15;29;0.99524;2.41;0.52;11.1;0
1309;26;9.7;0.69;0.32;2.5;0.088;22;91;0.9979;2.29;0.62;10.1;0
1310;12;7;0.62;0.1;1.4;0.071;27;63;0.996;2.28;0.61;9.2;0
1311;26;7.5;0.61;0.26;1.9;0.073;24;88;0.99612;2.3;0.53;9.8;0
1312;25;6.5;0.51;0.15;3;0.064;12;27;0.9929;2.33;0.59;12.8;1
1313;30;8;1.18;0.21;1.9;0.083;14;41;0.99532;2.34;0.47;10.5;0
1314;17;7;0.36;0.21;2.3;0.086;20;65;0.99558;2.4;0.54;10.1;1
1315;28;7;0.36;0.21;2.4;0.086;24;69;0.99556;2.4;0.53;10.1;1
1316;23;7.5;0.63;0.27;2;0.083;17;91;0.99616;2.26;0.58;9.8;1
1317;15;5.4;0.74;0;1.2;0.041;16;46;0.99258;3.01;0.59;12.5;1
1318;15;9.9;0.44;0.46;2.2;0.091;10;41;0.99638;2.18;0.69;11.9;1
1319;21;7.5;0.63;0.27;2;0.083;17;91;0.99616;2.26;0.58;9.8;1
1320;17;9.1;0.76;0.68;1.7;0.414;18;64;0.99652;1.9;1.33;9.1;1
1321;23;9.7;0.66;0.34;2.6;0.094;12;88;0.99796;2.26;0.66;10.1;0
1322;21;5;0.74;0;1.2;0.041;16;46;0.99258;3.01;0.59;12.5;1
1323;30;9.1;0.34;0.42;1.8;0.058;9;18;0.99392;2.18;0.55;11.4;0
1324;27;9.1;0.36;0.39;1.8;0.06;21;55;0.99495;2.18;0.82;11;1
1325;27;6.7;0.46;0.24;1.7;0.077;18;34;0.9948;2.39;0.6;10.6;1
1326;16;6.7;0.46;0.24;1.7;0.077;18;34;0.9948;2.39;0.6;10.6;1
1327;20;6.7;0.46;0.24;1.7;0.077;18;34;0.9948;2.39;0.6;10.6;1
1328;20;6.7;0.46;0.24;1.7;0.077;18;34;0.9948;2.39;0.6;10.6;1
1329;28;6.5;0.52;0.11;1.8;0.073;13;38;0.9955;2.34;0.52;9.3;0
1330;12;7.4;0.6;0.26;2.1;0.083;17;91;0.99616;2.29;0.56;9.8;1
1331;24;7.4;0.6;0.26;2.1;0.083;17;91;0.99616;2.29;0.56;9.8;1
1332;13;7.8;0.87;0.26;3.8;0.107;31;67;0.99668;2.26;0.46;9.2;0
1333;22;8.4;0.39;0.1;1.7;0.075;6;25;0.99581;2.09;0.43;9.7;1
1334;10;9.1;0.775;0.22;2.2;0.079;12;48;0.9976;2.18;0.51;9.6;0
1335;24;7.2;0.835;0;2;0.166;4;11;0.99608;2.39;0.52;10;0
1336;23;6.6;0.58;0.02;2.4;0.069;19;40;0.99387;2.38;0.66;12.6;1
1337;19;6;0.5;0;1.4;0.057;15;26;0.99448;2.36;0.45;9.5;0
1338;23;6;0.5;0;1.4;0.057;15;26;0.99448;2.36;0.45;9.5;0
1339;20;6;0.5;0;1.4;0.057;15;26;0.99448;2.36;0.45;9.5;0
1340;16;7.5;0.51;0.02;1.7;0.084;13;31;0.99538;2.36;0.54;10.5;1
1341;23;7.5;0.51;0.02;1.7;0.084;13;31;0.99538;2.36;0.54;10.5;1
1342;22;7.5;0.51;0.02;1.7;0.084;13;31;0.99538;2.36;0.54;10.5;1
1343;23;7.6;0.54;0.02;1.7;0.085;17;31;0.99589;2.37;0.51;10.4;1
1344;12;7.5;0.51;0.02;1.7;0.084;13;31;0.99538;2.36;0.54;10.5;1
1345;15;11.5;0.42;0.48;2.6;0.077;8;20;0.99852;2.09;0.53;11;0
1346;22;8.2;0.44;0.24;2.3;0.063;10;28;0.99613;2.25;0.53;10.2;1
1347;24;6.1;0.59;0.01;2.1;0.056;5;13;0.99472;2.52;0.56;11.4;0
1348;16;7.2;0.655;0.03;1.8;0.078;7;12;0.99587;2.34;0.39;9.5;0
1349;23;7.2;0.655;0.03;1.8;0.078;7;12;0.99587;2.34;0.39;9.5;0
1350;16;6.9;0.57;0;2.8;0.081;21;41;0.99518;2.41;0.52;10.8;0
1351;19;9;0.6;0.29;2;0.069;32;73;0.99654;2.34;0.57;10;0
1352;12;7.2;0.62;0.01;2.3;0.065;8;46;0.99332;2.32;0.51;11.8;1
1353;11;7.6;0.645;0.03;1.9;0.086;14;57;0.9969;2.37;0.46;10.3;0
1354;14;7.6;0.645;0.03;1.9;0.086;14;57;0.9969;2.37;0.46;10.3;0
1355;30;7.2;0.58;0.03;2.3;0.077;7;28;0.99568;2.35;0.52;10;0
1356;28;6.1;0.32;0.25;1.8;0.086;5;32;0.99464;2.36;0.44;10.1;0
1357;30;6.1;0.34;0.25;1.8;0.084;4;28;0.99464;2.36;0.44;10.1;0
1358;10;7.3;0.43;0.24;2.5;0.078;27;67;0.99648;2.6;0.59;11.1;1
1359;14;7.4;0.64;0.17;5.4;0.168;52;98;0.99736;2.28;0.5;9.5;0
1360;14;11.6;0.475;0.4;1.4;0.091;6;28;0.99704;2.07;0.65;10.03333333;1
1361;30;9.2;0.54;0.31;2.3;0.112;11;38;0.99699;2.24;0.56;10.9;0
1362;22;8.3;0.85;0.14;2.5;0.093;13;54;0.99724;2.36;0.54;10.1;0
1363;27;11.6;0.475;0.4;1.4;0.091;6;28;0.99704;2.07;0.65;10.03333333;1
1364;28;8;0.83;0.27;2;0.08;11;63;0.99652;2.29;0.48;9.8;0
1365;12;7.2;0.605;0.02;1.9;0.096;10;31;0.995;2.46;0.53;11.8;1
1366;27;7.8;0.5;0.09;2.2;0.115;10;42;0.9971;2.18;0.62;9.5;0
1367;23;7.3;0.74;0.08;1.7;0.094;10;45;0.99576;2.24;0.5;9.8;0
1368;24;6.9;0.54;0.3;2.2;0.088;9;105;0.99725;2.25;1.18;10.5;1
1369;15;8;0.77;0.32;2.1;0.079;16;74;0.99656;2.27;0.5;9.8;1
1370;22;6.6;0.61;0;1.6;0.069;4;8;0.99396;2.33;0.37;10.4;0
1371;30;8.7;0.78;0.51;1.7;0.415;12;66;0.99623;2;1.17;9.2;0
1372;18;7.5;0.58;0.56;3.1;0.153;5;14;0.99476;2.21;1.03;11.6;1
1373;24;8.7;0.78;0.51;1.7;0.415;12;66;0.99623;2;1.17;9.2;0
1374;23;7.7;0.75;0.27;3.8;0.11;34;89;0.99664;2.24;0.45;9.3;0
1375;26;6.8;0.815;0;1.2;0.267;16;29;0.99471;2.32;0.51;9.8;0
1376;22;7.2;0.56;0.26;2;0.083;13;100;0.99586;2.26;0.52;9.9;0
1377;25;8.2;0.885;0.2;1.4;0.086;7;31;0.9946;2.11;0.46;10;0
1378;26;5.2;0.49;0.26;2.3;0.09;23;74;0.9953;2.71;0.62;12.2;1
1379;20;7.2;0.45;0.15;2;0.078;10;28;0.99609;2.29;0.51;9.9;1
1380;29;7.5;0.57;0.02;2.6;0.077;11;35;0.99557;2.36;0.62;10.8;1
1381;13;7.5;0.57;0.02;2.6;0.077;11;35;0.99557;2.36;0.62;10.8;1
1382;17;6.8;0.83;0.09;1.8;0.074;4;25;0.99534;2.38;0.45;9.6;0
1383;17;8;0.6;0.22;2.1;0.08;25;105;0.99613;2.3;0.49;9.9;0
1384;10;8;0.6;0.22;2.1;0.08;25;105;0.99613;2.3;0.49;9.9;0
1385;16;7.1;0.755;0.15;1.8;0.107;20;84;0.99593;2.19;0.5;9.5;0
1386;19;8;0.81;0.25;3.4;0.076;34;85;0.99668;2.19;0.42;9.2;0
1387;30;7.4;0.64;0.07;1.8;0.1;8;23;0.9961;2.3;0.58;9.6;0
1388;12;7.4;0.64;0.07;1.8;0.1;8;23;0.9961;2.3;0.58;9.6;0
1389;15;6.6;0.64;0.31;6.1;0.083;7;49;0.99718;2.35;0.68;10.3;0
1390;29;6.7;0.48;0.02;2.2;0.08;36;111;0.99524;2.1;0.53;9.7;0
1391;26;6;0.49;0;2.3;0.068;15;33;0.99292;2.58;0.59;12.5;1
